CLUE,ANS,POS,FOUND IN
Delight ,enchant,20,Enchanted
Looking steadily ,gazing,19,Intently gazing
Spiral ,helix,2,"Helix: A spiral-shaped structure found in biology, particularly in DNA."
Admit as a member ,induct,11,**Membership eligibility:** Criteria for new member induction.
At a later time or behind ,after,2,Afterward
Fashion ,trend,2,Trendy
Reckoning ,account,1,Accounting
Type of aircraft engine ,ramjet,16,Ramjet engine
Clean and orderly ,neat,8,Arranged neatly
Means of entry,access,10,Access path
