CLUE,ANS,POS
Middle Eastern dessert ,baklava,1
Book of maps ,atlas,1
Inhabit ,occupy,6
Not at home ,away,1
Competing in a contest of speed ,racing,8
Play ,drama,6
Dickens novel,hard times,7
Inveterate ,habitual,1
Liable to break easily ,fragile,1
Image to which people are expected to conform,stereotype,15
Flower container,vase,2
A horse's feet ,hooves,1
"Inhabit, take up space ",occupy,1
Overland journey by hunters ,safari,4
Female title; panto part ,dame,1
Short time - magical incantation ,spell,18
