CLUE,ANS,POS,FOUND IN
Nauseous when flying,airsick,1,Airsickness 
Asian desert ,gobi,1,Gobi Desert
Stamped addressed envelope (abbr.) ,sae,2,"SAE - Sometimes used for ""Self-Addressed"""
Small cake or bread roll ,bun,2,Buns
Gun ,firearm,18,Gun holster (as an accessory for carrying something other than a firearm)
Brief light fall of rain ,shower,3,Shower (informal term for a short burst of rain)
Beatle ,ringo,2,Ringo Starr
Take over by force,usurp,5,Usurpation
Hospital-like - strictly objective,clinical,4,Clinical - relating to the medical field or clinics.
Country of Pharaohs ,egypt,1,"It was once home to a series of rulers known as pharaohs, who were central figures in ancient Egyptian civilization and religion"
Early string instrument ,viol,16,Cors-de-chamber (an early form of the violin)
Remanded or delayed ,detained,5,Detained pending further action
Strong cord ,rope,1,Durable rope
