CLUE,ANS,POS,FOUND IN
Season of falling leaves ,autumn,1,Autumnal descent
Moll Flanders author ,defoe,1,"While Defoe did not personally pen an autobiographical account as Moll Flanders, it's widely speculated that he drew inspiration from various accounts of women living on the fringes of society during his time."
Small close-knit group,clique,3,Close clique
Slack,loose,14,Loose timing
Roman god of the sea ,neptune,6,"Oceanus (an older Roman god often associated with Neptune, originally an all-encompassing deity of oceans and rivers)"
Lacking any ethical sense ,amoral,14,Amoral person
Top of door or window frame ,lintel,10,Lintel (a horizontal support across an opening in a wall or above a doorway)
His touch turned to gold ,midas,5,Midas-like effect
Quantity of medicine ,dosage,5,Therapeutic dosage
"British landscape and seascape painter, d.1851 ",turner,1,JMW Turner
Quick look ,glance,1,Brief glance
Estrange ,alienate,1,Alienated
Bird of prey ,raptor,3,Talon-bearing raptor
Branch of study of the physical world ,science,2,Physical science
Tool for making holes ,awl,11,Awl (small pointed spike for marking holes)
"Long, narrow hilltop ranges ",ridges,13,Topographic ridges
Unwanted plant ,weed,4,Weedy intruder
