CLUE,ANS,POS,FOUND IN
"Depend, bank",rely,11,Relying on credit
Act -- rotate ,turn,2,Turn around
A calling as to priesthood ,vocation,1,Clerical vocation
Great happiness and exhilaration ,euphoria,26,Invigorated to a state of euphoria
Soapy froth ,lather,1,Lather-like substance
Plummet ,fall,3,Fall dramatically
Edible entrails,offal,13,Offal (generally refers to the edible byproducts of slaughter but can be taken metaphorically here)
In a chair ,seated,1,Seated individual
Flat and smooth ,even,2,Evenly leveled terrain
Fairly large,ample,7,Ample resources
Distinctive sign,trademark,6,Trademark seal
Early bedtime enforced by military ,curfew,2,Strict curfew
Body that revolves around or serves another ,satellite,9,Satellite structure
Irritate ,annoy,1,Annoyed
English or Dutch glazed earthenware,delft,8,"Delftware (Dutch, characterized by blue and white facial decoration on a tin-glazed body)"
