CLUE,ANS,POS,FOUND IN
Sheaths for guns ,holsters,1,Gun holsters
"Inherent ability, natural talent ",aptitude,2,Natural aptitude
The Taming of the --,shrew,1,"Shrew (in Chaucer's ""The Canterbury Tales"")"
Devon river ,exe,1,Exe (River Exe in England)
Lightest and most abundant of all substances,hydrogen,1,Hydrogen gas
South African meat ,biltong,1,"Biltong (dried, cured game meat or meat substitute popular in South Africa)"
Association of sports teams ,league,7,Manchester United - Known as the Premier League's most successful club with 13 league titles (and four additional FA Cups).
Double-dealing ,two-faced,2,Two-faced actions
Second-hand ,worn,3,Gently worn
Purple,violet,3,Violet tint
Mighty ones grow from little acorns,oaks,11,"Tiny acorns, eventually majestic oaks"
Elliptical figure,oval,1,Oval shape
Nut ,cashew,3,Cashews
Frocks ,dresses,2,Robes (regal or ceremonial dresses)
