CLUE,ANS,POS,FOUND IN
It carries genetic information ,dna,1,DNA (Deoxyribonucleic Acid)
Cowboy's rope ,lasso,5,Roping lasso
Ronnie Scott's music?,jazz,1,Jazz enthusiast
Relating to river banks ,riparian,4,Riparian zone
Ancestor ,forebear,1,Forebearer
Area of bad housing ,slum,1,Slums
Abject ,wretched,5,Wretchedness
Repair ,mend,3,Mending
Unwrinkled ,smooth,1,Smooth garment
"British agent associated with Burgess, MacLean ",philby,6,"Kim Philby (although not directly associated with Burgess and MacLean, he was a notable British intelligence figure at the time)"
Impenetrable mist ,fog,1,Foggy veil
