CLUE,ANS,POS,FOUND IN
Social insect ,ant,1,Ant colony
"Levy, inflict ",impose,2,Impose a fine or levy
Boast ,brag,12,Braggadocious
Come to a definite conclusion,resolve,4,Resolved
Of scientists involved in legal investigations,forensic,1,Forensic expert
Ball game ,tennis,9,Tennis player (as they use a ball)
Eye problems causing blurred vision ,cataracts,5,Cataracts (clouding of the eye's natural lens)
Scope for freedom of action ,latitude,15,Generous latitude
One consuming ,eater,1,Voracious eater
Spring back ,bounce,8,Bounce-back ability
Large deer ,caribou,6,Caribou (often larger versions found in certain subspecies or geographical locations)
Concave - sunken ,hollow,5,Hollowed spot
Small rocket engine for spacecraft control ,thruster,3,Control thruster
Animal collection ,zoo,1,Zoological
"Barricade, railing ",barrier,3,Screening barrier
Deep rift,chasm,3,Substantial chasm
Seat; fish ,perch,6,Captain’s perch
Flower arrangement ,bouquet,2,Bouquet creation
One or the other,either,1,Either-or situation
"Musical performance, under a lady's window? ",serenade,2,Street serenade
Circular frame with spokes,wheel,1,Wheel-like structure
Based on logic ,rational,4,Rationally starving
With a forward motion: in accompaniment,along,10,Trailblazers walking alongside
Adhesive,glue,2,Gluey
