CLUE,ANS,POS
Farm vehicle ,tractor,1
Palindromic German name ,otto,1
Male relation ,uncle,3
Not damaged in any way,intact,1
Wartime safety device ,gas mask,6
Giving way ,yielding,1
Sea snail,whelk,5
Gift; here ,present,1
Shelter (for ships),haven,11
Large African mammal,hippopotamus,3
George Eliot novel ,daniel deronda,7
Remunerations ,earnings,7
Chic ,elegant,5
Face,visage,1
"Stage entertainment with sketches, songs and dance ",revue,1
Gourd fruit ,melon,3
"Open, up front ",overt,8
Band of colours in a rainbow ,spectrum,1
Heap of combustible material for burning a body ,pyre,1
Gambling game ,roulette,1
Cressida's Shakespearean lover,troilus,1
Capable of lasting ,durable,4
"Dalai . . . ., chief priest and once ruler of Tibet ",lama,1
Monster of Crete,minotaur,1
Bought and sold ,traded,3
Side of London associated with Cockneys ,east end,1
A soft white cheese ,brie,6
Main part of concert hall ,auditorium,1
The concluding part of a performance ,finale,1
Climb ,ascend,1
Charlotte Bronte novel ,jane eyre,1
Plundered ,looted,3
-- Welles ,orson,1
Oriental mushroom; E ikon (anag.) ,enoki,1
Rabbit burrow ,warren,2
