CLUE,ANS,POS
Porch along the outside of a building ,veranda,4
Human whose body has been taken over by machines ,cyborg,1
Brow,forehead,4
Tasmanian capital,hobart,1
Legal proceeding brought by one party against another,action,6
Build ,erect,2
Discharge,outflow,8
Counterfeit ,fake,16
Audacious robbery,heist,1
Citrus fruit ,lemon,2
Sideways somersault,cartwheel,5
"Place where ancient Greeks consulted gods, as at Delphi ",oracle,1
Famous novel by F Scott Fitzgerald 'The Great . . . . . .' ,gatsby,1
Occuring twice a year ,biannual,1
Texas mission besieged and captured by Mexican forces in 1836 ,alamo,1
Front section of a plane,cockpit,2
Prepare for publication ,edit,1
Green citrus fruit ,lime,1
Concealed like bride's face? ,veiled,1
What Jack Sprat's wife couldn't eat ,lean,10
Spice ,cumin,1
Half-melted snow ,slush,1
