CLUE,ANS,POS
In a tidy manner ,neatly,1
Cultivated plot of ground ,garden,1
Pull hard ,heave,5
Particular feature ,aspect,15
Waterway ,canal,2
Island country in the Persian Gulf ,bahrain,1
Chaser of criminals for reward ,bounty hunter,1
Bring to a close ,end,4
Type of savoury tart ,quiche,1
Vocalist ,singer,1
Job ,occupation,3
Perceive,notice,2
"Put down, degrade (6). ",demean,16
Ungenerous,stingy,1
Rotate ,spin,2
Forbearing ,tolerant,2
Decay in teeth ,caries,2
Historic area of France once part of Aquitaine ,poitou,12
Of dogs,canine,1
Price of passage ,fare,1
"Hat, for a country-and-western singer perhaps",stetson,1
Drink ,beverage,13
Abraham's wife (OT) ,sarah,1
Reasoning ,logic,1
Power of creative thought ,imagination,2
End of day ,sunset,3
