CLUE,ANS,POS,FOUND IN
Last-born ,youngest,1,Youngest sibling
Marquee,tent,10,Attention-grabbing phrase
Put off ,delay,1,Delayed
One end of Earth's axis ,north pole,1,Geographic North Pole
Flat highland ,plateau,4,Plateau terrain
Ham it up ,overact,1,Overacting
College of Arms head ,earl marshal,12,Earl Marshal and Garter Principal King of Arms
Norwegian dramatist ,ibsen,1,Henrik Ibsen
Long and hard journey ,trek,1,Arduous trek
Sorrow ,grief,1,Grief-stricken
Royal paraphernalia ,regalia,8,Majestic regalia
Deep sadness ,sorrow,4,Sorrowful
French novelist - stupor (anag),proust,1,Marcel Proust - Sentimental laxity
In the shape of a helix ,spiral,1,Spiral staircase
"Contemplates, considers ",reflects,1,Reflects upon
Relating to atomic energy ,nuclear,1,Nuclear fission
Reach,attain,1,Attainable
Roe of sturgeon ,caviar,6,Beluga caviar
Spicy pepper sauce ,tabasco,8,Spicy Tabasco sauce
Paris stock exchange ,bourse,2,Bourse de Paris
Clap ,applaud,1,Applauding
"Brogue or loafer, perhaps ",shoe,2,Hiking shoe
Devastate ,ravage,6,Ravage severely
Subsequent ,next,3,Next in line
Not so tall ,shorter,3,Shorter than average
Not faint or feeble ,strong,2,Strong-willed
A Hindu spiritual teacher ,guru,1,Guruji
Deduce ,infer,2,Inference made by connecting different pieces of evidence
Suffering,distress,3,Distressed
Swift ,fleet,10,Fleet-footed
Shrill cry of a shrike ,shriek,7,High-pitched shriek
