CLUE,ANS,POS
Russian revolutionary ,trotsky,3
Baldness ,alopecia,1
Port in southwest Spain ,cadiz,2
Superman's world and a gas ,krypton,1
Dark brown fur,sable,19
Chocolate substitute ,carob,1
Demolished ,razed,4
Portraying romanticised country life ,pastoral,10
Explanatory drawings ,diagrams,1
Illumination ,light,1
Show to be false ,debunk,3
Small tower above a building ,turret,9
Bavarian town known for its passion play ,oberammergau,1
Change direction ,turn,3
Disgusting,repulsive,6
Check on - large lizard,monitor,1
Deadlock ,impasse,3
In the near future ,tomorrow,1
"Dry, parched ",arid,1
Deduce ,infer,3
Brought up ,raised,1
Judgment,verdict,1
Absolves,exonerates,2
Yellowish brown colour ,khaki,7
