CLUE,ANS,POS,FOUND IN
"Memento, keepsake ",souvenir,15,Souvenir of significance
Interior ,internal,18,Consistently occupied by internal matters
Celtic language,irish,1,Irish: Gaeilge
Plug for a cask's vent hole ,spigot,10,Spigot outlet
Butterfly/moth larva ,caterpillar,1,"Caterprantee (amusing play on words that combines ""caterpillar"" with the word ""teen"")"
Christopher Robin's bear ,pooh,1,Winnie-the-Pooh
Head of corn ,ear,3,Ears' overseer
Of system of land-holding in Middle Ages ,feudal,1,Feudalism
African language ,zulu,3,"Zulu: ""Ngocela"" - describes the state of being hungry, often used when discussing children's nutrition and well-being."
"Quick, sharp, bite ",nip,20,Nip (when used metaphorically for small but effective actions taken promptly).
Spud ,potato,1,Potato-based dish
Made better in quality ,improved,2,Improved significantly
Evil in nature ,malign,3,Malignant
Gave account of ,reported,14,"Reported on trends, patterns, or changes observed over time"
Abstaining from alcohol ,teetotal,2,Teetotaler
Robin Hood's forest ,sherwood,1,Sherwood Greenery
