CLUE,ANS,POS
Firm ,solid,1
"Keepsake, souvenir ",memento,1
Make better ,improve,1
Power to withstand hardship ,endurance,3
Kingsley Amis novel ,lucky jim,1
Thick liquid for skin ,lotion,3
Regard ,esteem,8
Monetary unit ,dollar,1
Peculiarity of phrase in a language ,idiom,1
Stand firm against ,resist,1
Ladies' hosiery,tights,2
Hotchpotch ,mishmash,1
List of times and places for events ,schedule,1
Fight ,battle,2
Made ready (to fire) ,primed,3
Christian Creed adopted in 325 a.d. ,nicene,1
Not sacred ,secular,2
Coral island ,atoll,1
Improve equipment or promote ,upgrade,2
Laughable ,risible,6
Pilgrim Fathers' ship ,mayflower,1
Kill by piercing with a spear or sharp pole ,impale,16
Ethiopian capital ,addis ababa,1
Like no other ,unique,12
Madness ,insanity,1
Latticework to support plants ,trellis,1
Relating to love ,romantic,3
Insanity ,madness,1
Percussion instrument ,marimba,5
Room at the bottom ,basement,1
Dairy product ,cheese,1
Concluding ,ending,3
"Flourish, do well ",prosper,1
Head of abbey ,abbot,1
Material for pottery ,clay,1
Immeasurably bad ,abysmal,1
Large ocean fish ,marlin,2
Irish county and port ,limerick,4
