CLUE,ANS,POS,FOUND IN
Untidy state ,mess,1,Messy room
God of the underworld,pluto,2,"Pluto (Roman mythology, equivalent of Greek Hades)"
"W.M. -, Eng. novelist ",thackeray,1,William Makepeace Thackeray
German airship,zeppelin,1,Zeppelin (the most well-known type of German airship)
Having no deviations ,straight,13,Straightforward
Trembling poplar ,aspen,1,Aspen tremble
Crack ,split,1,Split open or fissure
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,1,Second place
Between black and white ,grey,12,Dim grey
