CLUE,ANS,POS
Abstemious ,sober,9
Prickly plant with purple flowers ,thistle,1
Ignored ,neglected,1
Land covered with trees ,forest,1
"'Frenzied, as if possessed by a demon (7)' ",berserk,15
- May Alcott; author ,louisa,2
Bay State ,massachusetts,1
Wesleyan ,methodist,1
Cleaning implement ,mop,2
Holy ,sacred,1
System of beliefs,creed,6
Story ,tale,4
Graduates of a college ,alumni,1
Pester persistently,harass,5
Localised death of cells ,gangrene,11
"High-pitched, piercing ",shrill,1
Pretending shyness ,coy,13
