CLUE,ANS,POS,FOUND IN
Reject disdainfully ,spurn,1,Spurn with contempt
Lower digit ,toe,7,Tiny toe
Driven by liquid under pressure ,hydraulic,4,Hydraulic system
Threadlike strands growing from the skin ,hair,1,Hairs
Took a loan of ,borrowed,1,Borrowed money
Natural gift ,talent,1,Innate talent
Blown-up photo ,enlargement,14,Picture enlargement
Treatment centre ,clinic,1,Health clinic
Carriage for hire ,hackney,3,Hackney carriage
Fairground's pink confection,candy floss,10,Candy floss cloud
"Jeffrey, bowman? ",archer,18,Archer (a person who uses a bow and arrow as their primary weapon)
Turkish ,ottoman,19,Ottoman Empire
