CLUE,ANS,POS,FOUND IN
High-pitched and sharp ,shrill,10,"Shillike (shilly, a Scottish slang for shrill)"
Prepared ,ready,11,Instantly obtainable - ready to hand
Feed ,nourish,3,Undernourished
Residue of a fire ,ash,2,Ashes
Group formed to limit competition ,cartel,24,**Cartel**: Another option that implies controlling or limiting market forces.
Spanish painter born in Greece ,el greco,3,El Greco (Greek-born Spanish painter: Doménikos Theotokópoulos)
Ships travelling together ,convoy,4,Convoys
Blow - gentle touch - apoplexy ,stroke,14,Tender strokes
Angora fabric,mohair,3,Mohair (a type of angora yarn)
In a position to ,able,9,Capable of taking initiative
