CLUE,ANS,POS
Unhappy ,sad,1
Absorbent cloth ,towel,1
"Spanish dish of rice, meat and seafood",paella,2
Empty bombast often found in balloon ,hot air,7
Good at speaking (a foreign language?),fluent,1
Footpath ,lane,3
0.405 of a hectare ,acre,1
Time without end ,infinity,2
Take a case to a higher court for review ,appeal,1
Angle in astronomy ,azimuth,1
Cease ,stop,4
Stab with a needle ,prick,1
Despotism ,tyranny,1
Of late ,recently,2
"Friendly, generous, considerate ",kind,5
Pose; point of view ,attitude,4
Obligation,duty,1
