CLUE,ANS,POS,FOUND IN
Punctuation mark,full stop,1,Full stop (.)
Football official (colloq.) ,ref,1,Referee
Taut ,tight,1,Stretched tightly
Capital of the Balearic Islands,palma,1,"Palma, Mallorca"
"An opponent - opposed to party policy, etc ",anti,11,Anti-establishment figure
"Asian country, capital and mega-port ",singapore,3,Singapore - Port: Singapore Harbour
Troubles ,difficulties,18,Mired in difficulties
Inventors' protections ,patents,20,"Patent Trolls (Possibly Not Protection but Reaction): An informal term used for entities that acquire and enforce patents aggressively, primarily against other companies rather than innovating or producing their own products."
Speed up ,quicken,8,Quicken progress
Jerk of a gun when it's fired ,recoil,2,Recoils
Fruit of a rose ,hip,6,Rosehip (the fruit of a rose)
Happening ,event,10,Breaking out (in the context of an event or phenomenon)
Pigs' feet,trotters,6,Suckling pig trotters
Arthur's capital ,camelot,2,Camelot - The legendary castle and court where Arthur was said to have resided; it symbolizes chivalry and knighthood in Arthurian tales.
Soft feathers ,down,1,Downy plumage
Film,movie,15,Movie magic
Ambrosia ,nectar,1,Divine nectar
