CLUE,ANS,POS
Woven or knitted cloth,fabric,3
Ancient Mexican ,aztec,1
Nebraska city ,omaha,2
Steam bath ,sauna,2
Leaf of a conifer ,needle,1
"Tedium, ennui ",boredom,3
Strange ,odd,3
Having no beginning or end ,infinite,1
Permanent ,enduring,1
Rare noble gas ,radon,6
Wood ,timber,1
Plan,blueprint,1
Overdue,late,1
"Wiped out, deleted ",erased,1
Capital of the Balearic Islands,palma,1
Reverberate ,echo,1
Inventors' protections ,patents,2
"Catastrophe, tragedy ",disaster,1
Speed up ,quicken,2
European principality,liechtenstein,1
Jerk of a gun when it's fired ,recoil,2
Large unit of old Roman army ,legion,3
Ship's steering apparatus ,rudder,1
Painful heart condition ,angina,2
Film,movie,1
Recreational snow slope ,ski run,1
Owns up or grants entrance to ,admits,1
