CLUE,ANS,POS,FOUND IN
Promissory note ,iou,3,IOU document
Canine guard ,watchdog,2,Watchdog breed
Homerian epic ,odyssey,11,Iliad and Odyssey
Counterpart of yang ,yin,3,Yin energy within a duality of yin-yang balance (from Chinese philosophy)
Compact firearm,handgun,2,"Pistol: A small-caliber, often semi-automatic handgun that is compact and easy to carry."
Talk incessantly ,chatter,1,Non-stop chatterbox
Imperial land measurement ,acre,1,"Acres: A unit for measuring large tracts of land, equaling 43,560 square feet or approximately 1 acre."
Dreamlike ,surreal,4,Surrealistic
Many-headed foe of Hercules ,hydra,1,Hydra - The multi-headed serpent in Greek mythology that was slain by Heracles as one of his Twelve Labors
Mishap ,accident,1,Accidental incident
Man or beast ,animal,3,Animalistic
Of spring ,vernal,2,Vernal equinox
