CLUE,ANS,POS,FOUND IN
"Collection of facts, information ",data,2,Compendium of data
Eccentric - irritable ,cranky,13,Cranky disposition
Consent ,agree,1,Agreement
Broad prospect ,vista,8,Large-scale vistas
Electrical unit ,volt,1,Volt (V)
Young salmon -- wife of Henry VIII ,parr,5,Catherine Parr
Coats on Mexican tortilla dishes ,tacos,14,Shredded chicken or beef (for tacos)
Devours - food,eats,2,Eats up
Barrier to trade ,embargo,4,Embargoes
Minutiae ,trivia,4,Trivialities
Unite ,join,1,Join forces
Good-natured chaff ,banter,1,Jovial banter
"Support, large mammal ",bear,16,"Bear (some species, e.g., grizzly, brown)"
