CLUE,ANS,POS
Insinuate ,imply,2
"Exposed, revealed ",uncovered,1
Unit of power ,watt,1
Add by conquest or occupation,annex,9
Pet rodent ,gerbil,4
Record of events year by year,annals,4
Flying horse of myth ,pegasus,1
State in eastern Germany ,saxony,2
"Tiny organisms, can be good or bad ",bacteria,1
Food cupboard ,larder,4
Beam over a doorway,lintel,3
Usher in ,introduce,1
Deep regret ,remorse,1
Hindu sage or saint ,rishi,9
Not fully developed ,immature,1
Seaside resort in Denbighshire ,rhyl,4
Immoderate eater ,glutton,1
Incompetent or awkward ,inept,2
French port ,le havre,3
White coloured,chalky,5
