CLUE,ANS,POS
Prudent ,wise,1
"Caught in position with no escape, like rat ",cornered,6
Concurring ,agreeing,1
Small busy insect ,ant,1
Seem or materialise ,appear,1
Large cask,hogshead,8
Not abstract or imaginary ,concrete,1
Defeat ,conquer,4
Enemy captive ,prisoner of war,1
Young geese ,goslings,1
Madagascan primate ,lemur,1
Home ,abode,2
Extreme unkindness,cruelty,1
"Region of eastern France, and famous Cross ",lorraine,2
Unpaid player ,amateur,3
Joined two ends of rope together by weaving ,spliced,3
Inattentive ,careless,11
Fragment or morsel ,scrap,9
Collected ,gathered,2
Desecrate ,violate,3
