CLUE,ANS,POS,FOUND IN
"George _______, nom de plume of Eric Blair",orwell,14,"Orwellian (pertaining to George Orwell, not directly his pseudonym but related by association)"
Arduous walk,trek,1,"Trek - A long, arduous walk through rough or difficult terrain."
Dexterity ,skill,4,Skillfulness
Academic robe ,gown,1,"Gown - A long, flowing outer garment traditionally worn by academics during formal occasions and graduations."
Old London prison ,newgate,1,"Newgate Prison - A historical old London prison, notorious for housing various criminals throughout history."
Old song 'Auld . . . . Syne' ,lang,1,Auld Lang Syne
Russian city and ballet company ,kirov,3,Vaganova Academy - The prestigious school for dance and performing arts that trains future dancers who may join the Kirov Ballet or Mariinsky Ballet.
Gain knowledge ,learn,2,Learning
Niche or recess ,alcove,16,"Alcove - A small, tapered recess in a room, often used for display purposes and providing a cozy nook."
Erase ,delete,1,"Delete - To remove or erase data, text, images from electronic devices or documents."
Not in fashion ,out,1,Outdated
Eat lightly and often ,graze,3,"Graze - To consume small amounts of food periodically throughout the day, especially in an outdoor setting."
Deliberate ,conscious,3,Consciously
