CLUE,ANS,POS
Grossly overweight ,obese,2
"In music, below the correct pitch ",flat,1
Ancient vehicle ,chariot,1
Pack away ,stow,4
"Austere, serious ",severe,1
Journey by water or through space ,voyage,1
"Burning, corrosive ",caustic,2
Ballroom dance,waltz,1
Departed ,gone,1
Place in peril ,endanger,4
Apparatus for heating,radiator,12
Region of NE France bordering on English channel ,normandy,1
Most lofty ,highest,2
A fierce and abusive woman ,virago,10
Future prospect ,outlook,5
Birdsong ,tweet,4
Novel by Louisa May Alcott ,little women,1
At less than normal speed ,slowly,1
