CLUE,ANS,POS
"Experience, perceive ",feel,3
Parliamentary break ,recess,1
Inebriated ,drunk,3
"Calm, tranquil ",untroubled,7
"Sickness, ailment ",malady,3
"Curious, odd ",peculiar,2
"Stranger, outsider ",foreigner,1
Imaginary place where everything is perfect ,utopia,1
Noah's vessel ,ark,1
Figure maker ,sculptor,1
Rips; droplets ,tears,3
Bizet opera ,carmen,1
"Trustworthy, dependable ",reliable,1
Exhorting ,urging,2
Plaything ,toy,1
Colouring stick ,crayon,1
"Dry, parched ",arid,1
Emaciated ,skeletal,3
Endeavours ,attempts,2
