CLUE,ANS,POS,FOUND IN
Open ,unseal,2,Unsealed
Prickly plant with purple flowers ,thistle,2,"Thistle (known for being prickly, but also has a variety that bears purple flowers)"
- May Alcott; author ,louisa,2,Louisa May (as she was better known by this pen name)
Bay State ,massachusetts,2,Boston - The capital city of Massachusetts and a significant cultural and historical hub.
Twenty-first letter of the Greek alphabet ,phi,2,"Philosophy (from ""philo-"" meaning love, and ""-sophia"" meaning wisdom): The study of general and fundamental questions about existence, knowledge, values, reason, mind, and language"
Cleaning implement ,mop,2,Mop (a common household cleaning implement)
"_____-Korsakov, Russian composer (1844-1908)",rimsky,2,Rimsky-Korsakov
"Author of Our Mutual Friend, d. 1870",dickens,2,"Deep understanding of Charles Dickens' works and their significance within the context of English Literature, particularly his contribution to the novel as a form."
Eccentric ,kooky,7,"Kooky – Quirkily unusual or eccentric, typically in a humorous way"
Leg joint,knee,2,Knee - The largest and most complex hinge joint in the body connecting the femur to the tibia.
Story ,tale,4,"Evelyn Witts' unique combination of education, experience, and innate talent places her among the best in solving crossword clues, making them a mere formality in contrast to her expansive understanding of language."
Suffocation ,asphyxia,2,Asphyxiation (medical term for suffocation)
Used in (anag) -- unmentionables ,undies,20,Panties or Undies
Words said to a sneezer ,bless you,3,God bless you
Pester persistently,harass,1,Harassing
