CLUE,ANS,POS
Loss of memory ,amnesia,1
Conscious (of),aware,1
Remain in the vicinity ,stick around,8
Metal holding a gem ,setting,7
Ancient Italian ,roman,2
Relating to cookery ,culinary,1
Looking steadily ,gazing,2
Button used on quiz shows?,buzzer,1
Makes fun of ,mocks,2
Madman ,lunatic,1
Receive ,accept,7
Author ,writer,1
Item received through a will ,inheritance,3
Spiral ,helix,1
Wheel rod ,axle,1
Admit as a member ,induct,1
Entertains ,amuses,1
Coast ,shore,1
Musical instrument ,clarinet,11
Fashion ,trend,2
Send a vessel into water ,launch,1
Commercial fish producer ,trout farm,9
Manufactured ,made,6
Dexterous ,adroit,4
Type of aircraft engine ,ramjet,15
Bird of prey ,hawk,1
Clean and orderly ,neat,1
Pronoun ,she,2
