CLUE,ANS,POS
Large wall painting,mural,1
Ceremony - ritual,rite,8
Lend an ear ,listen,1
Male singing voice ,baritone,2
Ridicule ,deride,8
Greek island ,rhodes,2
"Surrounding, on all sides - light or temperature ",ambient,1
Imitate like tropical bird ,parrot,4
Declare invalid ,annul,2
Scottish landowner ,laird,1
Curved under-parts of the feet ,arches,14
"Brain operation, once used to treat mental illness",lobotomy,11
Option,choice,2
Rear; support ,back,1
Divisions of a boxing match ,rounds,1
Broadcast again ,rerun,3
Stopper - Irish port,cork,1
