CLUE,ANS,POS
American term for swede ,rutabaga,1
Weighty book ,tome,1
Imbibes knowledge ,learns,2
Backside,posterior,2
"Uncover, expose to view ",expose,4
Large flightless bird ,ostrich,2
English composer ,purcell,3
Fond of games ,playful,1
Entertained ,amused,1
Unwanted gift ,white elephant,1
Occurrences ,events,1
International treaty ,pact,2
Language of Iran ,farsi,1
Shop assistant ,salesperson,2
Lazy ,idle,4
Stone-throwing weapon ,catapult,1
Study of language and its structure ,linguistics,1
Throw about ,scatter,2
Reduce by a factor of two ,halve,1
Deliver from harm ,rescue,3
Food passed through a liquidiser ,puree,2
Surviving fragment,remnant,2
Present in great quantity ,abundant,1
