CLUE,ANS,POS,FOUND IN
Stick (to) ,adhere,2,Adhered
Set down in writing ,record,2,To record an event or transaction by inscribing it onto paper.
Lingerie item -- fielding position ,slip,16,Slips - Shortstop's quick response area (the shortstop often has to react quickly like slipping into lingerie swiftly)
Woodland animal -- pester,badger,10,Badger - Earth mound diggers
Dog -- tooth,canine,1,Canine teeth
Remove unwanted hair ,shave,11,Shave brush and razor
View ,look,5,Looking into
Black leopard ,panther,1,Panthera pardus melanochaita
Destructive beetle,weevil,11,"Rhynchophorus ferrugineus (red palm weevil, a destructive species in its own right)"
Ring-shaped ,circular,23,Flower petal shape (when considered as the circular outline)
"Skill, cunning ",craft,8,Crafty
Pacifist leader during India's struggle for independence ,gandhi,1,Mahatma Gandhi
