CLUE,ANS,POS,FOUND IN
Fewer ,less,14,Less abundant
Forgive sins,absolve,2,Absolver
Wryly satirical ,ironic,1,Ironically pleased
Formerly Nyasaland ,malawi,2,Malawi (formerly known as Nyasaland until its independence in 1964)
Sorcery -- conjuring ,magic,8,Magical invocation
Take over plane by force in flight ,hijack,1,Hijacking
Discover ,learn,15,Learned
Flinch ,wince,11,Sudden wince
Loop of rope with a slip knot,noose,5,Resettable noose
Polite addition to a request ,please,4,"With your assistance, please"
A feeling of righteous anger,outrage,4,Moral outrage
Large military force,army,5,Huge army
