CLUE,ANS,POS
Old sailors' dance,hornpipe,4
Refuse to be associated with ,repudiate,9
"Amount, aggregate ",sum,4
Disney film,bambi,2
Barred enclosure for animals ,cage,1
Mischievous fairy ,pixie,1
Least powerful ,weakest,1
"Canted, angled ",tilted,2
Expressive movements ,gestures,1
Country bumpkin ,yokel,3
Leafy dishes ,salads,1
Grill for outdoor cooking ,barbecue,1
Large marsupial ,kangaroo,1
Prototype ,original,4
Out of the ordinary ,unusual,1
Smell ,reek,6
Probity ,righteousness,8
Prison accommodation,cell,1
Puts off till a later time,defers,3
Song from an opera ,aria,1
The Red Planet ,mars,1
Of the stars,astral,5
