CLUE,ANS,POS,FOUND IN
Horse's gait - extreme leftist,trot,3,Sinistrally inclined trot
Outlook,prospect,3,Bright future prospects
Course of action ,policy,10,"Advocate for change: Get involved in policy-making or community efforts that aim to eradicate hunger and improve access to healthy, affordable food options."
Tart ,acid,6,An acidic compound found in citrus fruits and vinegar
A clarion call for American state ,carolina,13,North Carolina's Cool Coastlines
Lacking intellectual tastes,lowbrow,16,Lowbrow tastes
Substance sealed in container and released as fine spray ,aerosol,1,Aerosolized substance
Plaything ,toy,1,Toy-like object
Circular frame with spokes,wheel,1,Wheel-and-axle structure
Yield - gain,profit,6,Profitable returns
