CLUE,ANS,POS
Group of fish ,shoal,2
South American cud-chewing animals ,llamas,5
Drawings showing how things work ,diagrams,2
Fast-moving stream ,torrent,4
Underground chapel ,crypt,1
Prolonged public dispute,controversy,1
In a happy mood ,cheerful,1
Gain by work ,earn,1
Tiny particles ,atoms,1
Bell tower ,belfry,2
Hold affectionately ,embrace,2
"Alleviates, relieves ",eases,3
Universe ,cosmos,1
Magical or medicinal potion ,elixir,1
Continent ,asia,2
Picture ,photo,1
Wash ,bathe,9
Top for bottle or eye protector ,lid,2
Forgetful ,absent-minded,10
Unhurried and relaxed,laid-back,2
Limiting (a supply) ,rationing,7
Unpleasant coldness ,chill,1
Resolve; come down ,settle,17
