CLUE,ANS,POS
Bring a baby off mother's milk ,wean,1
The first man ,adam,1
Hang around ,loiter,1
Style; refinement ,elegance,1
Religious man ,monk,3
A stand in a market-place ,stall,1
Place of religious seclusion,cloister,18
Illegal ,illicit,19
Pressure or emphasis ,stress,2
"Functional, handy ",useful,1
Leading article ,editorial,7
Conceal ,hide,1
Boundary; maximum ,limit,1
Caribbean isle ,haiti,6
Adhesive - muggy,sticky,6
Cutters ,knives,5
Baby frogs ,tadpoles,1
Modify ,alter,1
Knock down (building) ,demolish,1
Part of a billiard table,pocket,1
Requiring hard work ,arduous,14
Crustacean ,crab,1
