CLUE,ANS,POS
Consume ,eat,1
Country dweller,villager,7
Herb - boy's name,basil,2
Point directly overhead ,zenith,1
Performance venue ,arena,2
Dirt on a liquid's surface ,scum,20
University qualification,degree,2
Rejoice - observe - perform ,celebrate,1
Reflective surface,mirror,1
Brush gently - coup,stroke,1
"Glass triangle, separates light into colours ",prism,1
The sheltered side ,lee,1
Large felines of forests ,tigers,1
Bluish shade of green ,teal,20
Native of Grecian capital ,athenian,1
Sheltered terrace attached to a house ,veranda,3
