CLUE,ANS,POS,FOUND IN
Living in trees ,arboreal,1,Arboreal life
Speak - it's extreme ,utter,11,Utter at high volume
Author of Lady Chatterley's Lover,lawrence,20,"Nettles (another work by Lawrence, unconnected to Lady Chatterley)"
Mortuary ,morgue,4,Morgue section
Plait of hair at back of head ,pigtail,9,Pigtails (when separated into two and pulled back)
Ancient Greek with weak heel ,achilles,1,Achilles' heel
Determined attempt ,effort,9,Tenacious effort
Musical drama ,opera,41,Operatic narrative
Insubstantial,thin,10,Within reach
Miraculous food ,manna,2,"Manna (Biblical reference, miracle food from heaven)"
