CLUE,ANS,POS,FOUND IN
Give to a good cause ,donate,11,Donate to a worthy cause
Scent bag - shampoo envelope,sachet,3,Aroma sachet
Noise caused by electrical interference ,static,13,Electrostatic discharge
Shoe with a canvas upper ,espadrille,10,Espadrilles
"Ballroom dance, originally from Germany",waltz,1,Waltz (originated in Bavaria)
Constantly changing ,dynamic,19,Dynamic systems
Large army ,horde,14,Mighty warrior horde
"Small, particular part ",detail,1,Minute detail
Country and porcelain ,china,1,"China (as in the country, but also a type of porcelain)"
Cricket fielding position,mid-off,6,Mid-off fielder
"Roman Emperor, d. 117",trajan,2,"Military Strategist: Trajan was known for his exceptional military leadership, leading campaigns against the Dacian tribes in modern-day Romania and against the Parthian Empire in present-day Iraq."
Illustration on special paper in a book ,plate,15,Copperplate etching
Oneness,unity,5,Unity in diversity
