CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,2
Rutland town ,oakham,1
Parasites ,leeches,8
Cab ,taxi,2
Endeavours ,attempts,2
Conference participant ,attendee,1
Dot-dash signalling ,morse code,1
Water pitcher ,ewer,7
Inordinately ,unduly,4
Small ingenious device ,gadget,1
Science of soil and crops ,agronomy,1
Unsightly ,ugly,8
Winter sport where stones are slid towards a target,curling,1
Material worn knotted round throat,necktie,4
Kingdom,monarchy,1
The Garden of Eden ,paradise,1
Family relative ,nephew,6
