CLUE,ANS,POS,FOUND IN
Ill health,sickness,15,Vulnerable to sicknesses
Friendly ,affable,2,"Affable: Easy to talk to; friendly, sociable."
Venerate ,respect,1,"Respect and admiration: Hold in high esteem, honoring with reverence."
Very wicked,devilish,11,Devilishly wicked
"Grassland; Georgia river, port ",savannah,1,Savannah-Chattahoochee
Medical stitch ,suture,1,Suture: A medical thread or material used for sewing together the edges of a wound.
Influence someone deviously ,manipulate,1,Manipulate subtly
Creator of dance routines ,choreographer,1,"Choreographer: An individual skilled in designing, arranging, and staging dance movements within a performance context."
Producing much ,prolific,19,Ensuring a prolific future for all involved
Indication,sign,1,Signal or hint
Exercise by repeated practice -- bore ,drill,4,Mundane drill
Place to keep and exhibit objects of interest ,museum,3,Museum showroom
Military operation to seal off (town) ,siege,2,Siege preparations
Praise insincerely ,flatter,3,Genuine-sounding flattery
