CLUE,ANS,POS,FOUND IN
At high speed ,fast,3,Fast-paced
Bursary ,grant,1,Grant-awarded
Seesaw,teeter,19,Unsteady teeter-totter
Exclamation from Archimedes ,eureka,1,Eureka!
Choose ,select,14,Selective eater's hunger issues
Stretch ,extend,1,Extended
Contentious point ,issue,1,Disputable issue
Sealed so as to be airtight,hermetic,10,Evidence of hermetic seal
Settle ,solve,1,Resolved
What cows chew ,cud,1,Moo-ve along: mouth for chewing cud
Keepsake ,memento,2,Precious memento
Disband troops ,demob,8,Demobilize troops
Band crew member ,roadie,8,"Roadie (assists with logistics, not directly a band member)"
Ability to act ,power,2,Empowered
Fall from the faith ,lapse,16,Faith lapse
Ship ,liner,11,Passenger liner
A case or example of something ,instance,2,Typical instance
