CLUE,ANS,POS
Obstacle ,handicap,12
Party - hit,bash,1
"Clothing, apparel",attire,2
Agra tourist attraction ,taj mahal,1
Long-haired rabbit ,angora,1
Pay a quick informal visit,pop in,8
Self-satisfied ,smug,4
Arrow maker ,fletcher,2
They're smaller than towns ,villages,1
Automatic machine ,robot,1
Desiccating ,drying,14
Took umbrage ,resented,3
Inuit abode,igloo,1
Strong drink ,vodka,10
Shoves ,pushes,1
Home loan ,mortgage,1
Bright and warm ,sunny,13
Aviators ,pilots,1
Warning of danger ,alert,1
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Hazel nut ,filbert,1
