CLUE,ANS,POS
Pieces of broken glass ,shards,2
Animal or vegetable pouch,sac,2
Young cow ,calf,3
Building for travellers ,hotel,6
"Differ, dissent",disagree,4
Treat with disrespect ,insult,3
Light-in-pumpkin festival ,halloween,2
Person who jeers speaker from the crowd ,heckler,5
"Uninvolved, distant ",aloof,8
Irish police ,garda,2
Striking with the foot ,kicking,2
Way of bearing one's body ,posture,2
Science of controlled breeding ,eugenics,45
Vegetable resembling celery,fennel,7
"-- Monroe, US actress ",marilyn,3
Woman's garment,blouse,5
"Examined, tried ",tested,3
"Keenness, avidness ",eagerness,7
