CLUE,ANS,POS
Celtic language,irish,42
Plug for a cask's vent hole ,spigot,12
Butterfly/moth larva ,caterpillar,2
Christopher Robin's bear ,pooh,3
Pain reliever ,analgesic,51
Of system of land-holding in Middle Ages ,feudal,2
"Warranty, pledge ",guarantee,2
Latin American ballroom dance ,paso doble,6
African language ,zulu,4
Reptile with shell,tortoise,4
Burial ground ,cemetery,2
Medieval steward ,seneschal,2
Forced out of office ,ousted,42
Water-cask; object of derision ,butt,4
Robin Hood's forest ,sherwood,2
