CLUE,ANS,POS
Deferred ,delayed,2
Creatures from another planet ,aliens,1
Summit ,apex,4
"Maxim, self-evident truth ",axiom,1
Map ,chart,1
Having no predetermined limit ,open-ended,9
Meet expectations ,satisfy,9
"Instructions, commands",orders,7
Relieving pain,analgesic,1
Group of nerve cells from which fibres radiate ,ganglion,1
Branch of maths ,geometry,4
Type of music,jazz,2
Brother or sister ,sibling,1
Wetness ,moisture,3
"Alone, apart, detached ",isolated,1
Fleet of armed ships ,armada,2
"Decisive moment, turning point ",crisis,1
Spanish gypsy dance ,flamenco,1
Wreckage on sea ,flotsam,1
Country of King Zog ,albania,2
Striking display ,spectacle,1
Regal (anag.) ,lager,1
