CLUE,ANS,POS,FOUND IN
Public dispute,controversy,17,Public controversy
Large wine bottle ,magnum,2,Magnum: A large-format wine bottle that holds twice the volume of a standard 750ml bottle (about 1.5 liters).
String of beads ,necklace,4,Memento mori necklace (an amulet with a symbolic reminder of mortality)
Accumulated fragments from erosion - it rusted (anag),detritus,6,Weather-worn detritus
Period ,era,2,"Timeframe in history or events (e.g., ""The Mesozoic Era lasted for about 180 million years."")"
"Rural, countrified ",rustic,12,Rustic aesthetics
Of the mind ,mental,1,Mental acuity
Not paid at the scheduled time ,overdue,3,Overdue remuneration
Bridges over valleys,viaducts,2,Viaducts: Arched or multilevel bridges typically used in mountainous regions where valleys are present.
Fastener; propeller ,screw,2,Screw-driven mechanism
Large spoon ,ladle,4,Giant-sized ladle
Militant Irish nationalist organisation,ira,14,"The IRA's historical phases: Provisional, Official, and others"
Mexican monetary unit,peso,7,"Divisible into centavos, with one peso equal to 100 centavos"
"Flashes, sparkles ",twinkles,18,Radiant twinkles
