CLUE,ANS,OUTPUT
Sudden emotional speech ,outburst,"['Oratory', 'Monologue', 'Impromptu', 'Extemporaneous', 'Eulogy', 'Declamation', 'Soliloquy', 'Harangue', 'Rant', 'Tirade', 'Sermon', 'Homily', 'Oration', 'Address', 'Vituperation', 'Disquisition ', 'Diatribe', 'Polemical speech', 'Lecture', 'Discourse']"
Act of kindness ,favour,"['Compassion', 'Generosaturity', 'Charitableness', 'Beneficence', 'Altruism', 'Philanthropy', 'Benevolence', 'Goodwill', 'Magnanimity', 'Kindliness', 'Empathy', 'Sympathy', 'Forgiveness', 'Gratitude', 'Understanding', 'Respectfulness', 'Supportive', 'Humane', 'Humanitarianism', 'Solidarity']"
A sudden serious difficulty,facer,"['Crisis', 'Dilemamo', 'Tribulation', 'Setback', 'Obstacle', 'Impediment', 'Hindrance', 'Challenge', 'Complication', 'Predicament', 'Adversity', 'Misfortune', 'Contingency', 'Mishap', 'Calamity', 'Hardship', 'Peril', 'Conundrum', 'Quandary', 'Plight']"
Able to grasp an object -- Helen is rep (anag) ,prehensile,"['Helplessly', 'Helpingly', 'Hearingly', 'Heartily', 'Heavily', 'Heightened', 'Heavenly', 'Herbalist', 'Heroically', 'Hesitantly', 'Honestly', 'Horrendous', 'Hostler (a person who takes care of horses)', 'Hotelier ', 'Honorably', 'Horticulturist', 'Humorously', 'Humanely', 'Hyacinth']"
Covered with trees ,wooded,"['Forestry-covered', 'Arborous-covered', 'Woodland-covered', 'Treescaped', 'Sylvanized', 'Greenwoodsy', 'Timberly', 'Canopied', 'Verdant-covered', 'Plantation-covered', 'Groveden', 'Woodlandish', 'Treelined', 'Leafy-draped', 'Lushwoods', 'Timbercrowned', 'Shadedtreed', 'Greenleafed', 'Treehood', 'Veggiecanopy']"
Dramatic scene ,tableau,"['Climax', 'Crisis', 'Confrontation', 'Denouement', 'Turmoeballad', 'Pinnacle', 'Turningpoint', 'Apexscene', 'Showdown', 'Epicenterpiece', 'Dramaticturn', 'Climactericspectacle', 'Nexusmoment', 'Spotlightevent', 'Crescendocast', 'Acmeact', 'Summitplay', 'Apexdrama', 'Zenithscene', 'Peakscenario']"
Guardian - - ,angel,"['Sentinel', 'Protector', 'Wardenship', 'Defender', 'Shieldsman', 'Guardianship', 'Watchfulness', 'Stewardship', 'Safeguardian', 'Preserver', 'Conservator', 'Custodian', 'Chaperone', 'Patroller', 'Guardianess ', 'Wardenship', 'Safeguard', 'Rampartist (someone who builds defenses)', 'Wardenry (a term for the act of guarding or overseeing)', 'Custodianship']"
Infallible authority ,oracle,"['Absolute', 'Autocracy', 'Monarchy', 'Sovereignty', 'Supremacy', 'Ultimate power', 'Dominion', 'Control', 'Unquestionable rule', 'Primacy', 'Paramount authority', 'Omnipotence', 'High command', 'Supreme leader', 'Infallible governance', 'Unsurpassed jurisdiction', 'Inviolable mandate', 'Immutable decree', 'Impenetrable authority']"
Cuisine of southern North America ,tex-mex,"['Barbecue', 'Gumbo', 'Jambalaya', 'Biscuits and Gravy', 'Chili', 'Fried Chicken', 'Hush Puppies', 'Pecan Pie', 'Cornbread', 'Collard Greens', 'Black-eyed Peas', 'Deviled Eggs', 'Grits', 'Pulled Pork ', 'Macaroni and Cheese', 'Sweet Potato Pie', 'Southern Comfort Tea (or ""Sun Tea"")', 'Corn on the Cob', 'Baked Beans']"
"Indigenous US words, eg Guys & Dolls ",americanisms,"['Moccasin (a type of shoe)', 'Wigwam (type of indigenous dwelling)amoose (large mammal native to North America)', 'Powwow (gathering or meeting, especially among Native American tribes)', 'Tipi (conical tent used by some Native American peoples)', 'Wampum (traditional shell beads of the Eastern Woodlands tribes of Native Americans)', 'Quillwork (a form of textile embellishment using porcupine quills)', 'Totem pole (carved and painted pillar created by some Indigenous peoples of North America)', ""Hoop skirt (traditional women's clothing, not specific to Native Americans but often associated with them in popular culture)"", 'Bison/Buffalo (large mammal important for many Indigenous cultures and ecosystems)', 'Pemmican (food made from dried meat, fat, and berries by some indigenous tribes)', 'Smudging (ritual of burning sacred plants to purify a space or person in certain Native American traditions)', 'Sweat lodge (a sauna-like structure used for ceremonial purposes among various Indigenous cultures)', 'Potlatch (ceremony practiced by Northwest Coast indigenous communities, involving gift-giving and feasting)', 'Dreamcatcher (handmade object traditionally used in Ojibwe culture to protect sleepers from nightmares)', 'Suya (grilled meat skewers, a dish associated with various Indigenous cultures in South America)', 'Inukshuks (stone landmarks erected by the Inuit and other Arctic indigenous peoples to mark trails or hunting grounds)', 'Kachina (spiritual beings in Hopi and Zuni mythology, represented through dolls or carvings)', 'Powwow dancers (participants in Native American traditional dance competitions and celebrations)', 'Seining (fish-catching technique using a large net with weights on the bottom edge and floats on top edges; used by some Indigenous peoples)', 'Medicine wheel (a sacred symbol representing unity, wholeness, and healing in various Native American cultures)']"
First-footing time ,new year,"['Yuletide', 'Festivity', 'Gatherings', 'Carols', 'Merriment', 'Celebration', 'Decorations', 'Feasting', 'Traditions', 'Exchange', 'Reunion', 'Hospitality', 'Generosity', 'Spirit', 'Joyfulness', 'Reflections', 'Anticipation', 'Sharing', 'Connections', 'Togetherness']"
Ball of twine ,clew,"['Gordian', 'Knotted', 'Twirled', 'Spunny', 'Stringy', 'Looped', 'Woundy', 'Tangled', 'Coiled', 'Slinky ', 'Twinedy', 'Swirly', 'Spiral', 'Balled-up', 'Wrapped', 'Tied-up', 'Braided', 'Twistal (coined term inspired by twisted)', 'Coilicious ', 'Kinky']"
Barrier lifted when race begins ,starting gate,"['Startinggun', 'Pistolshot', ""Starter's pistol"", 'Gunblast', 'Racebeginner', 'Kickoffgun', 'Startsignal', 'Blaststart', 'Ignitionblink', 'Firestarter', 'Signalpulse', 'Bangstart', 'Goingshot', 'Racefire', 'Pacepistol', 'Speedblast', 'Dashgun', 'Velocitykickoff', 'Accelerationsignal']"
Trouble ,perturb,"['Difficulty', 'Problem', 'Challenge', 'Complication', 'Crisis', 'Dispute', 'Conflict', 'Struggle', 'Quarrel', 'Hurdle', 'Hardship', 'Dilemma', 'Predicament', 'Controversy', 'Impasse', 'Confrontation', 'Clash', 'Rivalry', 'Obstacle']"
Dead and buried,six feet under,"['Coffin-bound', 'Deceased', 'Interred', 'Expired', 'Inhumationed', 'Fossilized', 'Departed', 'Gone beyond', 'Mortal remains', 'Resting place', 'Put to rest', 'Final farewell', 'Lifeless', 'Non-existent', 'Demise experienced', 'Perished', 'Extinct', 'Inanimate', 'Silent eternity']"
"Unparalleled, extreme ",sublime,"['Exceptional', 'Incomparable', 'Remarkable', 'Astounding', 'Outstanding', 'Extraordinary', 'Phenomenal', 'Magnificent', 'Staggering', 'Tremendous']"
Dairy drink ,milk shake,"['Milkshake', 'Ice cream', 'Yogurt smoothie', 'Frozen yogurt', 'Kefir drink', 'Buttermilcupp', 'Cream soda', 'Lassi', 'Chocolate milk', 'Sweet cream latte', 'Ice milk', 'Milk tea (Boba)', 'Pudding parfait', 'Frozen chai', 'Cappuccino', 'Hot chocolate with whipped cream', 'Mango lassi', 'Rice pudding', 'Soy milkshake', 'Almond milk latte']"
