CLUE,ANS,POS,FOUND IN
Confess and permit entrance ,admit,1,Admit guilt
Sudden attack ,assault,1,Unexpected assault
"Disparage, put down ",decry,15,Decry condescendingly
"Feature, quality ",characteristic,1,Distinctive characteristic
Seaweed ,kelp,7,Kelp forests
Annoy - syringe ,needle,2,Hypodermic needle
"Saccharin, for example",sweetener,1,Artificial sweetener
Order to be off the streets by a certain hour ,curfew,16,Mandated curfew termination
Kenyan capital ,nairobi,1,Nairobi is well-known as the capital and largest city of Kenya.
"Prefix meaning life, of living things ",bio,1,Bio-
Compartment for baking ,oven,1,Oven cavity
Paradise ,eden,2,Edenic
"Waver, go this way and that ",fluctuate,3,Fluctuate direction
Self-evident truth ,axiom,5,self-evident axiom
"Turn to (for information, authorisation etc)",refer,13,Refer to (for information or authorization)
One hooked on something ,addict,2,Addicted
Unwillingness to respect the views of others ,intolerance,19,Intolerance of alternative perspectives
Great fear,terror,19,Frozen in terror (referring to an involuntary reaction to intense fear)
Complete change of attitude from French ,volte-face,4,Complete volte-face
Suntanning ,bronzing,12,Skin bronzing effect
Universe ,cosmos,6,Infinite cosmos
Supply water to fields etc ,irrigate,8,Drip-irrigated crops (for precision water delivery)
