CLUE,ANS,POS
Clapping ,applause,1
Allocates a task ,assigns,1
Assert one's right to,claim,2
Zodiac sign ,aquarius,11
Picture ,image,1
Ten years ,decade,1
Window in  a roof ,skylight,1
Be at odds,disagree,1
Breed of antelope ,impala,2
Harbinger ,herald,4
Loss of memory ,amnesia,1
Food item made with bleached flour ,white bread,1
A wine of the best grade ,grand cru,1
Steak type ,t-bone,2
Baseless ,unfounded,2
Seat of a monarch ,throne,1
Member of police force ,officer,1
Attire ,dress,5
Business room - position of responsibility or duty,office,3
Step on ladder ,rung,17
Storage surfaces ,shelves,1
Fully grown ,mature,2
Respond too strongly ,overreact,1
Spotless ,immaculate,1
A rugby score ,try,1
Magnificent ,superb,20
Object of excessive adoration ,idol,1
Impetuous ,rash,3
Opera by Bizet ,carmen,1
Strive - proceed with difficulty,struggle,3
Not having ,without,10
