CLUE,ANS,POS,FOUND IN
Speak contemptuously or drink informally ,scoff,2,Scofferly chugging
Use a razor ,shave,1,Shave hair smoothly
German playwright ,brecht,3,Bertolt Brecht
Taking a picture of ,imaging,10,Infrared imaging
Songbird ,lark,10,Lark of the meadow
Vote in ,elect,3,Election day
Broken pieces ,fragments,17,Separated fragments
Such as is found in the Greek dish keftedes ,meatball,2,Meatball-like
Slight advantage,edge,1,Marginal edge
Enlisted in the armed forces,signed up,18,Signed up for training
Somewhat rough (sea),choppy,2,Choppy waters
