CLUE,ANS,POS
Party - hit,bash,2
Agra tourist attraction ,taj mahal,1
Long-haired rabbit ,angora,9
Winged god of love ,eros,1
Pay a quick informal visit,pop in,1
Widespread killing ,massacre,2
"Make out, distinguish by eye ",discern,5
Arrow maker ,fletcher,9
Automatic machine ,robot,1
Desiccating ,drying,1
Book series by John Galsworthy ,the forsyte saga,1
Inuit abode,igloo,1
Strong drink ,vodka,12
"Of one from Warsaw, say ",polish,3
Brigham Young state ,utah,1
Home loan ,mortgage,1
River flowing through Russia and Kazakhstan to the Caspian,ural,2
Hazel nut ,filbert,1
Pleasure seeker ,hedonist,1
Take small bites from ,nibble,1
