CLUE,ANS,POS
"Reassurance, cheer ",encouragement,3
Take on ,adopt,3
Make uneasy or cause to be worried ,perturb,8
Actual ,real,2
Place of worship ,chapel,10
Principal actor in a film ,star,1
Tedious task ,chore,1
Fish (with a bad haircut?) ,mullet,19
Soon: in an abbreviated manner,shortly,2
Infuriating ,exasperating,4
Peak,apex,2
One distributing for use ,issuer,14
Long narrow stretch of water between Africa and Arabia ,red sea,2
Manner of walking ,gait,1
Distinct and discrete ,separate,1
"Curt, terse ",laconic,3
Specifications by which something may be assessed ,standards,2
Rod used for punishment ,cane,1
A Christmas tree,holly,14
Unit of data ,byte,1
Small whirlpools ,eddies,1
Comfort ,ease,2
Ten year period ,decade,1
