CLUE,ANS,POS
Small tower on a castle ,turret,1
Marsupial ,wallaby,2
Torment lightly ,tease,2
Construction workers ,builders,1
Region of South America ,patagonia,2
Woven container ,basket,1
Something owed,debt,1
Warlike ,bellicose,7
Go to live abroad ,emigrate,3
Gather together ,assemble,1
Electronic image ,bitmap,11
Despite the fact that ,although,4
Branch of knowledge ,science,1
Cowshed ,byre,3
Foe ,enemy,1
Leapt (anag),pleat,8
Minor argument ,spat,15
Easing of hostilities ,detente,12
Flow of air or water ,current,1
Young geese,goslings,1
(Of a nose) curved ,aquiline,5
"Bend, distort ",twist,3
"In yoga, a centre of spiritual power in the body ",chakra,1
Frank ,open,12
Absence of sound ,silence,1
Chocolate substitute ,carob,1
Occasion ,event,2
Series of eight notes in music ,octave,1
