CLUE,ANS,POS,FOUND IN
Intoxicating liquour ,alcohol,1,Alcoholic beverage
Metal holding a gem ,setting,2,Gemstone setting
Ancient Italian ,roman,1,Classical Roman
Receive ,accept,15,"Acceptance (of an offer, possibly for something valuable)"
Author ,writer,18,Biography writer
Item received through a will ,inheritance,6,Estate inheritance
Spiral ,helix,4,Helix-shaped
Wheel rod ,axle,1,Axle support
At a later time or behind ,after,6,Aftermath
Coast ,shore,1,Shoreline
Musical instrument ,clarinet,13,Clarinetist
Fashion ,trend,1,Trendy
Reckoning ,account,1,Accountability
Manufactured ,made,3,Factory-made
Type of aircraft engine ,ramjet,10,Ramjet (not widely used)
Means of entry,access,6,Access point
