CLUE,ANS,POS,FOUND IN
Relating to ESP etc ,psychic,3,Precognition: Foreseeing future events before they occur; a form of psychic prediction.
Busy; employed ,engaged,2,Work-engaged
Compound such as found in petroleum ,hydrocarbon,1,"Alkanes: Saturated hydrocarbons with single covalent bonds between carbon atoms, commonly known as paraffins."
Ships' moorings ,berths,1,Harbor berths
Soil ,earth,2,Earthy
"Showy, lurid ",garish,11,Garishly adorned
Slumbering ,asleep,9,Half-asleep
Manner of speaking peculiar to a specific group ,parlance,11,Group-specific parlance
Freshwater mammals ,otters,8,North American river otters
Like a monkey ,simian,2,Simian mannerisms
Poached item?,egg,1,Eggs (commonly poached eggs)
Apparatus for execution by strangulation ,garrotte,10,Garrotter's noose: A specific type of hanging device that is designed to cause strangulation by constriction around the neck.
Hello and goodbye to the Italians ,ciao,1,Ciao e arrivederci a' italiani
Beer ,ale,6,Craft ale aficionado
Terpsichorean exercise,dancing,1,"Dancing: The act or practice of moving rhythmically, typically accompanied by music, for enjoyment or performance."
Left on the plate ,uneaten,1,Uneaten portion
Wandered ,strayed,1,Strayed from path
Cholesterol-reducing drug ,statin,1,Statins
Gratify,please,3,Pleased
"Quite sufficient, more than enough ",ample,7,Ample availability
Uncertainty ,doubt,4,Doubtfulness
"Hard, shiny coating as on teeth ",enamel,1,"Enamel (most common term for the hard, shiny coating on teeth)"
