CLUE,ANS,POS
Former Indian leader ,nehru,2
Hue (US spelling) ,color,1
A foot division ,toe,1
"Rich, luxurious ",opulent,1
"Graceful, refined ",elegant,1
Colour or tint ,hue,1
"One who follows a polytheistic or pre-Christian religion, but not a Jew",pagan,2
Lucky charm ,talisman,10
Devilish ,diabolical,3
Permit ,allow,2
Subject to death ,mortal,1
Bathroom fitting ,bidet,11
"Desert gully, usually dry",wadi,1
Vacant ,empty,2
On all occasions ,always,1
Commercial exchange of goods and services ,trade,1
Extinct elephant ,mammoth,1
At times ,once in a while,18
Ring the clock-face ,dial,4
Mystify ,perplex,6
Arouse to action ,incite,8
Impose (painfully) upon ,inflict,3
"'Large ursine in the heavens (5,4)' ",great bear,2
Health resort near a spring ,spa,1
New project ,enterprise,5
Avoid ,shun,11
"Row, level ",tier,3
"Wrist, arm adornment",bracelet,1
Japanese flower-arranging ,ikebana,1
Very pleased,delighted,2
(Of door) slightly open ,ajar,1
Observe ,witness,2
Nought ,zero,1
Forever ,eternity,1
Old film actress ,garbo,1
Marketplace ,forum,4
Colossal ,titanic,15
Badly made ,shoddy,1
Sweet on stick,lollipop,1
