CLUE,ANS,POS,FOUND IN
Operatic ego ,diva,19,Self-centered diva
Acquiring skill or knowledge ,learning,13,Engage in lifelong learning
Animal with two feet ,biped,1,"Canine (dogs have four legs, but can be described as bipedal in a metapocalypse scenario)"
Calif. university; Irish philosopher ,berkeley,1,"University of California, Berkeley - George Berkeley"
Developing in small steps ,gradual,4,Gradual advancement
North African capital ,tunis,2,"Tunis, Tunisia"
Pretentiously imposing -- organised (anag) ,grandiose,1,Grandiose architecture
Pupil - erudite person ,scholar,1,Scholarly student
Encourage ,urge,7,Urge to act
Give fresh life to ,renew,4,Renewed enthusiasm
Sea duck with soft down ,eider,8,Eider duck
London Cockney area ,east end,1,East Ender
Firmly loyal in cerulean manner? ,true blue,16,Steadfastly bound by the shade of true blue
Venom ,poison,1,Poisonous bite
