CLUE,ANS,POS
Sloping - likely ,inclined,1
Workplace representative of unionised employees ,shop steward,9
"Exposed, revealed ",uncovered,1
Unit of power ,watt,1
Pet rodent ,gerbil,2
Record of events year by year,annals,1
Flying horse of myth ,pegasus,1
State in eastern Germany ,saxony,5
"Tiny organisms, can be good or bad ",bacteria,2
"___ Jones, Harrison Ford hero - US state",indiana,1
Hindu sage or saint ,rishi,1
Not fully developed ,immature,1
Incompetent or awkward ,inept,8
Personal teacher ,tutor,4
French port ,le havre,2
Frightened ,scared,2
US horse race,kentucky derby,3
