CLUE,ANS,POS,FOUND IN
An alloy of mercury with another metal ,amalgam,1,"Amalgam (most common, used in dental fillings)"
Land covered with trees ,forest,1,Forested area
"'Frenzied, as if possessed by a demon (7)' ",berserk,20,"Berserk in spirit (metaphorical, not demonic possession)"
Desiring or being short of ,wanting,17,Wanting an increase in food intake
Lock (of hair) ,tress,2,Knotted tresses
Not achieving one's aim ,unsuccessful,1,Undertaken unsuccessfully
Porous fibres for soaking up ,sponge,15,Highly absorbent sponges
"Author of Our Mutual Friend, d. 1870",dickens,1,Charles Dickens
Leg joint,knee,2,"Knee (specific type in some contexts, such as ""hinge"")"
Suffocation ,asphyxia,1,Asphyxiation
Pester persistently,harass,8,Constantly harassing
Localised death of cells ,gangrene,8,Gangrene: Involves localized death of body tissue due to a lack of blood supply followed by bacterial invasion and decay.
