CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Unstable - it may be thrown! ,wobbly,4
Deep gorge or ravine ,canyon,1
Male relatives ,uncles,4
Noise of an explosion ,bang,2
Cheroot ,cigar,1
Tested or scrutinised ,examined,1
Wintry missile ,snowball,1
Pampas cowboy ,gaucho,1
Way in ,entrance,13
Small biting fly,midge,14
Agile ,nimble,1
Weak ,feeble,2
Lusterless or uninteresting ,dull,1
Bony outgrowths on the heads of some animals ,horns,1
Altruistic,selfless,2
Driving force ,impetus,3
Mankind ,human race,7
Depart; permission ,leave,1
Land once belonging to a nobleman,manor,2
A fight or contest ,combat,18
Earnest request ,plea,1
"Desire or liking, for power or food ",appetite,4
Fearful expectation ,dread,7
